,sequence_id,case_id,prediction,snr,is_ood
994,4,pig3_0202097-0202107_o,431,1.1037521,True
995,5,pig3_0202097-0202107_o,440,1.1037521,True
996,6,pig3_0202097-0202107_o,444,1.1037521,True
997,7,pig3_0202097-0202107_o,439,1.1037521,True
998,8,pig3_0202097-0202107_o,445,1.1037521,True
999,9,pig3_0202097-0202107_o,,1.1037521,True
1000,0,pig3_0203463-0203473_o,,1.0247945,True
1001,1,pig3_0203463-0203473_o,,1.0247945,True
1002,2,pig3_0203463-0203473_o,,1.0247945,True
1003,3,pig3_0203463-0203473_o,,1.0247945,True
1004,4,pig3_0203463-0203473_o,,1.0247945,True
1005,5,pig3_0203463-0203473_o,,1.0247945,True
1006,6,pig3_0203463-0203473_o,,1.0247945,True
1007,7,pig3_0203463-0203473_o,,1.0247945,True
1008,8,pig3_0203463-0203473_o,,1.0247945,True
1009,9,pig3_0203463-0203473_o,,1.0247945,True
1010,0,pig3_0213449-0213459_o,,1.110196,True
1011,1,pig3_0213449-0213459_o,,1.110196,True
1012,2,pig3_0213449-0213459_o,,1.110196,True
1013,3,pig3_0213449-0213459_o,,1.110196,True
1014,4,pig3_0213449-0213459_o,,1.110196,True
1015,5,pig3_0213449-0213459_o,,1.110196,True
1016,6,pig3_0213449-0213459_o,,1.110196,True
1017,7,pig3_0213449-0213459_o,,1.110196,True
1018,8,pig3_0213449-0213459_o,,1.110196,True
1019,9,pig3_0213449-0213459_o,,1.110196,True
1020,0,pig3_0215144-0215154_o,,1.0916144,True
1021,1,pig3_0215144-0215154_o,,1.0916144,True
1022,2,pig3_0215144-0215154_o,,1.0916144,True
1023,3,pig3_0215144-0215154_o,,1.0916144,True
1024,4,pig3_0215144-0215154_o,,1.0916144,True
1025,5,pig3_0215144-0215154_o,,1.0916144,True
1026,6,pig3_0215144-0215154_o,,1.0916144,True
1027,7,pig3_0215144-0215154_o,,1.0916144,True
1028,8,pig3_0215144-0215154_o,,1.0916144,True
1029,9,pig3_0215144-0215154_o,,1.0916144,True
1030,0,pig3_0220538-0220548_o,,1.050736,True
1031,1,pig3_0220538-0220548_o,,1.050736,True
1032,2,pig3_0220538-0220548_o,,1.050736,True
1033,3,pig3_0220538-0220548_o,,1.050736,True
1034,4,pig3_0220538-0220548_o,,1.050736,True
1035,5,pig3_0220538-0220548_o,,1.050736,True
1036,6,pig3_0220538-0220548_o,,1.050736,True
1037,7,pig3_0220538-0220548_o,,1.050736,True
1038,8,pig3_0220538-0220548_o,,1.050736,True
1039,9,pig3_0220538-0220548_o,,1.050736,True
1040,0,pig3_0221636-0221646_o,53,0.88656086,True
1041,1,pig3_0221636-0221646_o,54,0.88656086,True
1042,2,pig3_0221636-0221646_o,54,0.88656086,True
1043,3,pig3_0221636-0221646_o,55,0.88656086,True
1044,4,pig3_0221636-0221646_o,54,0.88656086,True
1045,5,pig3_0221636-0221646_o,56,0.88656086,True
1046,6,pig3_0221636-0221646_o,56,0.88656086,True
1047,7,pig3_0221636-0221646_o,56,0.88656086,True
1048,8,pig3_0221636-0221646_o,55,0.88656086,True
1049,9,pig3_0221636-0221646_o,55,0.88656086,True
1050,0,pig3_0222794-0222804_o,,0.7830365,True
1051,1,pig3_0222794-0222804_o,58,0.7830365,True
1052,2,pig3_0222794-0222804_o,58,0.7830365,True
1053,3,pig3_0222794-0222804_o,,0.7830365,True
1054,4,pig3_0222794-0222804_o,58,0.7830365,True
1055,5,pig3_0222794-0222804_o,57,0.7830365,True
1056,6,pig3_0222794-0222804_o,59,0.7830365,True
1057,7,pig3_0222794-0222804_o,57,0.7830365,True
1058,8,pig3_0222794-0222804_o,56,0.7830365,True
1059,9,pig3_0222794-0222804_o,58,0.7830365,True
1060,0,pig3_0225841-0225851_o,48,0.6197659,True
1061,1,pig3_0225841-0225851_o,50,0.6197659,True
1062,2,pig3_0225841-0225851_o,50,0.6197659,True
1063,3,pig3_0225841-0225851_o,50,0.6197659,True
1064,4,pig3_0225841-0225851_o,48,0.6197659,True
1065,5,pig3_0225841-0225851_o,50,0.6197659,True
1066,6,pig3_0225841-0225851_o,51,0.6197659,True
1067,7,pig3_0225841-0225851_o,49,0.6197659,True
1068,8,pig3_0225841-0225851_o,50,0.6197659,True
1069,9,pig3_0225841-0225851_o,48,0.6197659,True
1070,0,pig3_0226862-0226872_o,,0.95460737,True
1071,1,pig3_0226862-0226872_o,,0.95460737,True
1072,2,pig3_0226862-0226872_o,,0.95460737,True
1073,3,pig3_0226862-0226872_o,56,0.95460737,True
1074,4,pig3_0226862-0226872_o,54,0.95460737,True
1075,5,pig3_0226862-0226872_o,55,0.95460737,True
1076,6,pig3_0226862-0226872_o,57,0.95460737,True
1077,7,pig3_0226862-0226872_o,57,0.95460737,True
1078,8,pig3_0226862-0226872_o,56,0.95460737,True
1079,9,pig3_0226862-0226872_o,56,0.95460737,True
1080,0,pig3_0227356-0227366_o,55,0.8742736,True
1081,1,pig3_0227356-0227366_o,55,0.8742736,True
1082,2,pig3_0227356-0227366_o,57,0.8742736,True
1083,3,pig3_0227356-0227366_o,52,0.8742736,True
1084,4,pig3_0227356-0227366_o,56,0.8742736,True
1085,5,pig3_0227356-0227366_o,52,0.8742736,True
1086,6,pig3_0227356-0227366_o,52,0.8742736,True
1087,7,pig3_0227356-0227366_o,53,0.8742736,True
1088,8,pig3_0227356-0227366_o,,0.8742736,True
1089,9,pig3_0227356-0227366_o,,0.8742736,True
1090,0,pig3_0227516-0227526_o,,0.9345051,True
1091,1,pig3_0227516-0227526_o,,0.9345051,True
1092,2,pig3_0227516-0227526_o,,0.9345051,True
1093,3,pig3_0227516-0227526_o,,0.9345051,True
1094,4,pig3_0227516-0227526_o,,0.9345051,True
1095,5,pig3_0227516-0227526_o,9,0.9345051,True
1096,6,pig3_0227516-0227526_o,12,0.9345051,True
1097,7,pig3_0227516-0227526_o,,0.9345051,True
1098,8,pig3_0227516-0227526_o,,0.9345051,True
1099,9,pig3_0227516-0227526_o,,0.9345051,True
1100,0,pig3_0230031-0230041_o,,1.0653139,True
1101,1,pig3_0230031-0230041_o,,1.0653139,True
1102,2,pig3_0230031-0230041_o,,1.0653139,True
1103,3,pig3_0230031-0230041_o,,1.0653139,True
1104,4,pig3_0230031-0230041_o,,1.0653139,True
1105,5,pig3_0230031-0230041_o,,1.0653139,True
1106,6,pig3_0230031-0230041_o,,1.0653139,True
1107,7,pig3_0230031-0230041_o,,1.0653139,True
1108,8,pig3_0230031-0230041_o,,1.0653139,True
1109,9,pig3_0230031-0230041_o,,1.0653139,True
1110,0,pig3_0249143-0249153_o,468,0.9228388,True
1111,1,pig3_0249143-0249153_o,471,0.9228388,True
1112,2,pig3_0249143-0249153_o,468,0.9228388,True
1113,3,pig3_0249143-0249153_o,459,0.9228388,True
1114,4,pig3_0249143-0249153_o,471,0.9228388,True
1115,5,pig3_0249143-0249153_o,471,0.9228388,True
1116,6,pig3_0249143-0249153_o,469,0.9228388,True
1117,7,pig3_0249143-0249153_o,472,0.9228388,True
1118,8,pig3_0249143-0249153_o,471,0.9228388,True
1119,9,pig3_0249143-0249153_o,467,0.9228388,True
1120,0,pig3_0250916-0250926_r,359,0.8817314,False
1121,1,pig3_0250916-0250926_r,360,0.8817314,False
1122,2,pig3_0250916-0250926_r,357,0.8817314,False
1123,3,pig3_0250916-0250926_r,357,0.8817314,False
1124,4,pig3_0250916-0250926_r,355,0.8817314,False
1125,5,pig3_0250916-0250926_r,356,0.8817314,False
1126,6,pig3_0250916-0250926_r,355,0.8817314,False
1127,7,pig3_0250916-0250926_r,363,0.8817314,False
1128,8,pig3_0250916-0250926_r,359,0.8817314,False
1129,9,pig3_0250916-0250926_r,354,0.8817314,False
1130,0,pig3_0251056-0251066_r,354,0.91406643,False
1131,1,pig3_0251056-0251066_r,354,0.91406643,False
1132,2,pig3_0251056-0251066_r,359,0.91406643,False
1133,3,pig3_0251056-0251066_r,355,0.91406643,False
1134,4,pig3_0251056-0251066_r,354,0.91406643,False
1135,5,pig3_0251056-0251066_r,354,0.91406643,False
1136,6,pig3_0251056-0251066_r,356,0.91406643,False
1137,7,pig3_0251056-0251066_r,351,0.91406643,False
1138,8,pig3_0251056-0251066_r,354,0.91406643,False
1139,9,pig3_0251056-0251066_r,354,0.91406643,False
1140,0,pig3_0253373-0253383_r,174,0.7018748,False
1141,1,pig3_0253373-0253383_r,174,0.7018748,False
1142,2,pig3_0253373-0253383_r,173,0.7018748,False
1143,3,pig3_0253373-0253383_r,173,0.7018748,False
1144,4,pig3_0253373-0253383_r,174,0.7018748,False
1145,5,pig3_0253373-0253383_r,176,0.7018748,False
1146,6,pig3_0253373-0253383_r,174,0.7018748,False
1147,7,pig3_0253373-0253383_r,171,0.7018748,False
1148,8,pig3_0253373-0253383_r,172,0.7018748,False
1149,9,pig3_0253373-0253383_r,172,0.7018748,False
1150,0,pig3_0254493-0254503_r,54,0.7206039,False
1151,1,pig3_0254493-0254503_r,53,0.7206039,False
1152,2,pig3_0254493-0254503_r,53,0.7206039,False
1153,3,pig3_0254493-0254503_r,54,0.7206039,False
1154,4,pig3_0254493-0254503_r,53,0.7206039,False
1155,5,pig3_0254493-0254503_r,54,0.7206039,False
1156,6,pig3_0254493-0254503_r,54,0.7206039,False
1157,7,pig3_0254493-0254503_r,53,0.7206039,False
1158,8,pig3_0254493-0254503_r,54,0.7206039,False
1159,9,pig3_0254493-0254503_r,53,0.7206039,False
1160,0,pig3_0255323-0255333_r,147,0.70898193,False
1161,1,pig3_0255323-0255333_r,147,0.70898193,False
1162,2,pig3_0255323-0255333_r,147,0.70898193,False
1163,3,pig3_0255323-0255333_r,147,0.70898193,False
1164,4,pig3_0255323-0255333_r,149,0.70898193,False
1165,5,pig3_0255323-0255333_r,149,0.70898193,False
1166,6,pig3_0255323-0255333_r,149,0.70898193,False
1167,7,pig3_0255323-0255333_r,146,0.70898193,False
1168,8,pig3_0255323-0255333_r,146,0.70898193,False
1169,9,pig3_0255323-0255333_r,147,0.70898193,False
1170,0,pig3_0256448-0256458_r,76,0.7121307,False
1171,1,pig3_0256448-0256458_r,75,0.7121307,False
1172,2,pig3_0256448-0256458_r,78,0.7121307,False
1173,3,pig3_0256448-0256458_r,78,0.7121307,False
1174,4,pig3_0256448-0256458_r,78,0.7121307,False
1175,5,pig3_0256448-0256458_r,78,0.7121307,False
1176,6,pig3_0256448-0256458_r,77,0.7121307,False
1177,7,pig3_0256448-0256458_r,81,0.7121307,False
1178,8,pig3_0256448-0256458_r,79,0.7121307,False
1179,9,pig3_0256448-0256458_r,81,0.7121307,False
1180,0,pig3_0258408-0258418_r,188,0.6953338,False
1181,1,pig3_0258408-0258418_r,188,0.6953338,False
1182,2,pig3_0258408-0258418_r,188,0.6953338,False
1183,3,pig3_0258408-0258418_r,190,0.6953338,False
1184,4,pig3_0258408-0258418_r,188,0.6953338,False
1185,5,pig3_0258408-0258418_r,186,0.6953338,False
1186,6,pig3_0258408-0258418_r,189,0.6953338,False
1187,7,pig3_0258408-0258418_r,188,0.6953338,False
1188,8,pig3_0258408-0258418_r,188,0.6953338,False
1189,9,pig3_0258408-0258418_r,188,0.6953338,False
1190,0,pig3_0260663-0260673_r,163,0.6798627,False
1191,1,pig3_0260663-0260673_r,164,0.6798627,False
1192,2,pig3_0260663-0260673_r,164,0.6798627,False
1193,3,pig3_0260663-0260673_r,164,0.6798627,False
1194,4,pig3_0260663-0260673_r,164,0.6798627,False
1195,5,pig3_0260663-0260673_r,162,0.6798627,False
1196,6,pig3_0260663-0260673_r,162,0.6798627,False
1197,7,pig3_0260663-0260673_r,163,0.6798627,False
1198,8,pig3_0260663-0260673_r,162,0.6798627,False
1199,9,pig3_0260663-0260673_r,162,0.6798627,False
1200,0,pig3_0262336-0262346_r,136,0.6973522,False
1201,1,pig3_0262336-0262346_r,136,0.6973522,False
1202,2,pig3_0262336-0262346_r,137,0.6973522,False
1203,3,pig3_0262336-0262346_r,133,0.6973522,False
1204,4,pig3_0262336-0262346_r,138,0.6973522,False
1205,5,pig3_0262336-0262346_r,136,0.6973522,False
1206,6,pig3_0262336-0262346_r,133,0.6973522,False
1207,7,pig3_0262336-0262346_r,137,0.6973522,False
1208,8,pig3_0262336-0262346_r,134,0.6973522,False
1209,9,pig3_0262336-0262346_r,134,0.6973522,False
1210,0,pig3_0263323-0263333_r,117,0.68603665,False
1211,1,pig3_0263323-0263333_r,116,0.68603665,False
1212,2,pig3_0263323-0263333_r,116,0.68603665,False
1213,3,pig3_0263323-0263333_r,115,0.68603665,False
1214,4,pig3_0263323-0263333_r,117,0.68603665,False
1215,5,pig3_0263323-0263333_r,116,0.68603665,False
1216,6,pig3_0263323-0263333_r,117,0.68603665,False
1217,7,pig3_0263323-0263333_r,117,0.68603665,False
1218,8,pig3_0263323-0263333_r,116,0.68603665,False
1219,9,pig3_0263323-0263333_r,117,0.68603665,False
1220,0,pig3_0265464-0265474_r,125,0.70985556,False
1221,1,pig3_0265464-0265474_r,127,0.70985556,False
1222,2,pig3_0265464-0265474_r,126,0.70985556,False
1223,3,pig3_0265464-0265474_r,124,0.70985556,False
1224,4,pig3_0265464-0265474_r,124,0.70985556,False
1225,5,pig3_0265464-0265474_r,127,0.70985556,False
1226,6,pig3_0265464-0265474_r,124,0.70985556,False
1227,7,pig3_0265464-0265474_r,127,0.70985556,False
1228,8,pig3_0265464-0265474_r,127,0.70985556,False
1229,9,pig3_0265464-0265474_r,127,0.70985556,False
1230,0,pig3_0266303-0266313_r,143,0.7050923,False
1231,1,pig3_0266303-0266313_r,142,0.7050923,False
1232,2,pig3_0266303-0266313_r,141,0.7050923,False
1233,3,pig3_0266303-0266313_r,142,0.7050923,False
1234,4,pig3_0266303-0266313_r,142,0.7050923,False
1235,5,pig3_0266303-0266313_r,140,0.7050923,False
1236,6,pig3_0266303-0266313_r,140,0.7050923,False
1237,7,pig3_0266303-0266313_r,141,0.7050923,False
1238,8,pig3_0266303-0266313_r,141,0.7050923,False
1239,9,pig3_0266303-0266313_r,142,0.7050923,False
1240,0,pig3_0269550-0269560_r,118,0.7147786,False
1241,1,pig3_0269550-0269560_r,117,0.7147786,False
1242,2,pig3_0269550-0269560_r,118,0.7147786,False
1243,3,pig3_0269550-0269560_r,120,0.7147786,False
1244,4,pig3_0269550-0269560_r,121,0.7147786,False
1245,5,pig3_0269550-0269560_r,121,0.7147786,False
1246,6,pig3_0269550-0269560_r,118,0.7147786,False
1247,7,pig3_0269550-0269560_r,120,0.7147786,False
1248,8,pig3_0269550-0269560_r,122,0.7147786,False
1249,9,pig3_0269550-0269560_r,121,0.7147786,False
1250,0,pig3_0271497-0271507_r,117,0.71893805,False
1251,1,pig3_0271497-0271507_r,117,0.71893805,False
1252,2,pig3_0271497-0271507_r,115,0.71893805,False
1253,3,pig3_0271497-0271507_r,116,0.71893805,False
1254,4,pig3_0271497-0271507_r,116,0.71893805,False
1255,5,pig3_0271497-0271507_r,118,0.71893805,False
1256,6,pig3_0271497-0271507_r,116,0.71893805,False
1257,7,pig3_0271497-0271507_r,116,0.71893805,False
1258,8,pig3_0271497-0271507_r,114,0.71893805,False
1259,9,pig3_0271497-0271507_r,116,0.71893805,False
1260,0,pig3_0277560-0277570_r,122,0.68854547,False
1261,1,pig3_0277560-0277570_r,128,0.68854547,False
1262,2,pig3_0277560-0277570_r,129,0.68854547,False
1263,3,pig3_0277560-0277570_r,127,0.68854547,False
1264,4,pig3_0277560-0277570_r,126,0.68854547,False
1265,5,pig3_0277560-0277570_r,126,0.68854547,False
1266,6,pig3_0277560-0277570_r,126,0.68854547,False
1267,7,pig3_0277560-0277570_r,126,0.68854547,False
1268,8,pig3_0277560-0277570_r,128,0.68854547,False
1269,9,pig3_0277560-0277570_r,126,0.68854547,False
1270,0,pig3_0287114-0287124_r,133,0.7173465,False
1271,1,pig3_0287114-0287124_r,133,0.7173465,False
1272,2,pig3_0287114-0287124_r,137,0.7173465,False
1273,3,pig3_0287114-0287124_r,138,0.7173465,False
1274,4,pig3_0287114-0287124_r,135,0.7173465,False
1275,5,pig3_0287114-0287124_r,137,0.7173465,False
1276,6,pig3_0287114-0287124_r,135,0.7173465,False
1277,7,pig3_0287114-0287124_r,135,0.7173465,False
1278,8,pig3_0287114-0287124_r,136,0.7173465,False
1279,9,pig3_0287114-0287124_r,138,0.7173465,False
1280,0,pig3_0287405-0287415_o,290,0.84469455,True
1281,1,pig3_0287405-0287415_o,287,0.84469455,True
1282,2,pig3_0287405-0287415_o,287,0.84469455,True
1283,3,pig3_0287405-0287415_o,287,0.84469455,True
1284,4,pig3_0287405-0287415_o,289,0.84469455,True
1285,5,pig3_0287405-0287415_o,289,0.84469455,True
1286,6,pig3_0287405-0287415_o,284,0.84469455,True
1287,7,pig3_0287405-0287415_o,280,0.84469455,True
1288,8,pig3_0287405-0287415_o,283,0.84469455,True
1289,9,pig3_0287405-0287415_o,281,0.84469455,True
1290,0,pig3_0287526-0287536_o,352,0.91568345,True
1291,1,pig3_0287526-0287536_o,352,0.91568345,True
1292,2,pig3_0287526-0287536_o,354,0.91568345,True
1293,3,pig3_0287526-0287536_o,357,0.91568345,True
1294,4,pig3_0287526-0287536_o,357,0.91568345,True
1295,5,pig3_0287526-0287536_o,360,0.91568345,True
1296,6,pig3_0287526-0287536_o,362,0.91568345,True
1297,7,pig3_0287526-0287536_o,364,0.91568345,True
1298,8,pig3_0287526-0287536_o,368,0.91568345,True
1299,9,pig3_0287526-0287536_o,367,0.91568345,True
1300,0,pig3_0287582-0287592_o,522,1.086805,True
1301,1,pig3_0287582-0287592_o,512,1.086805,True
1302,2,pig3_0287582-0287592_o,523,1.086805,True
1303,3,pig3_0287582-0287592_o,520,1.086805,True
1304,4,pig3_0287582-0287592_o,521,1.086805,True
1305,5,pig3_0287582-0287592_o,521,1.086805,True
1306,6,pig3_0287582-0287592_o,528,1.086805,True
1307,7,pig3_0287582-0287592_o,528,1.086805,True
1308,8,pig3_0287582-0287592_o,522,1.086805,True
1309,9,pig3_0287582-0287592_o,517,1.086805,True
1310,0,pig3_0318417-0318427_o,563,1.1455715,True
1311,1,pig3_0318417-0318427_o,,1.1455715,True
1312,2,pig3_0318417-0318427_o,559,1.1455715,True
1313,3,pig3_0318417-0318427_o,,1.1455715,True
1314,4,pig3_0318417-0318427_o,565,1.1455715,True
1315,5,pig3_0318417-0318427_o,,1.1455715,True
1316,6,pig3_0318417-0318427_o,,1.1455715,True
1317,7,pig3_0318417-0318427_o,560,1.1455715,True
1318,8,pig3_0318417-0318427_o,555,1.1455715,True
1319,9,pig3_0318417-0318427_o,,1.1455715,True
1320,0,pig3_0318499-0318509_o,,1.0946012,True
1321,1,pig3_0318499-0318509_o,541,1.0946012,True
1322,2,pig3_0318499-0318509_o,533,1.0946012,True
1323,3,pig3_0318499-0318509_o,,1.0946012,True
1324,4,pig3_0318499-0318509_o,543,1.0946012,True
1325,5,pig3_0318499-0318509_o,530,1.0946012,True
1326,6,pig3_0318499-0318509_o,,1.0946012,True
1327,7,pig3_0318499-0318509_o,534,1.0946012,True
1328,8,pig3_0318499-0318509_o,548,1.0946012,True
1329,9,pig3_0318499-0318509_o,,1.0946012,True
1330,0,pig3_0319246-0319256_o,,1.1263616,True
1331,1,pig3_0319246-0319256_o,,1.1263616,True
1332,2,pig3_0319246-0319256_o,,1.1263616,True
1333,3,pig3_0319246-0319256_o,,1.1263616,True
1334,4,pig3_0319246-0319256_o,,1.1263616,True
1335,5,pig3_0319246-0319256_o,,1.1263616,True
1336,6,pig3_0319246-0319256_o,,1.1263616,True
1337,7,pig3_0319246-0319256_o,,1.1263616,True
1338,8,pig3_0319246-0319256_o,,1.1263616,True
1339,9,pig3_0319246-0319256_o,,1.1263616,True
1340,0,pig3_0320959-0320969_o,462,0.9564035,True
1341,1,pig3_0320959-0320969_o,464,0.9564035,True
1342,2,pig3_0320959-0320969_o,463,0.9564035,True
1343,3,pig3_0320959-0320969_o,459,0.9564035,True
1344,4,pig3_0320959-0320969_o,464,0.9564035,True
1345,5,pig3_0320959-0320969_o,466,0.9564035,True
1346,6,pig3_0320959-0320969_o,463,0.9564035,True
1347,7,pig3_0320959-0320969_o,465,0.9564035,True
1348,8,pig3_0320959-0320969_o,463,0.9564035,True
1349,9,pig3_0320959-0320969_o,464,0.9564035,True
1350,0,pig3_0323332-0323342_o,532,1.101168,True
1351,1,pig3_0323332-0323342_o,,1.101168,True
1352,2,pig3_0323332-0323342_o,,1.101168,True
1353,3,pig3_0323332-0323342_o,,1.101168,True
1354,4,pig3_0323332-0323342_o,,1.101168,True
1355,5,pig3_0323332-0323342_o,,1.101168,True
1356,6,pig3_0323332-0323342_o,,1.101168,True
1357,7,pig3_0323332-0323342_o,,1.101168,True
1358,8,pig3_0323332-0323342_o,,1.101168,True
1359,9,pig3_0323332-0323342_o,,1.101168,True
1360,0,pig3_0326038-0326048_r,181,0.83177525,False
1361,1,pig3_0326038-0326048_r,188,0.83177525,False
1362,2,pig3_0326038-0326048_r,186,0.83177525,False
1363,3,pig3_0326038-0326048_r,188,0.83177525,False
1364,4,pig3_0326038-0326048_r,186,0.83177525,False
1365,5,pig3_0326038-0326048_r,188,0.83177525,False
1366,6,pig3_0326038-0326048_r,189,0.83177525,False
1367,7,pig3_0326038-0326048_r,190,0.83177525,False
1368,8,pig3_0326038-0326048_r,188,0.83177525,False
1369,9,pig3_0326038-0326048_r,189,0.83177525,False
1370,0,pig3_0326414-0326424_r,171,0.85636985,False
1371,1,pig3_0326414-0326424_r,170,0.85636985,False
1372,2,pig3_0326414-0326424_r,172,0.85636985,False
1373,3,pig3_0326414-0326424_r,174,0.85636985,False
1374,4,pig3_0326414-0326424_r,176,0.85636985,False
1375,5,pig3_0326414-0326424_r,172,0.85636985,False
1376,6,pig3_0326414-0326424_r,173,0.85636985,False
1377,7,pig3_0326414-0326424_r,177,0.85636985,False
1378,8,pig3_0326414-0326424_r,170,0.85636985,False
1379,9,pig3_0326414-0326424_r,170,0.85636985,False
1380,0,pig3_0327422-0327432_r,167,0.82842445,False
1381,1,pig3_0327422-0327432_r,168,0.82842445,False
1382,2,pig3_0327422-0327432_r,167,0.82842445,False
1383,3,pig3_0327422-0327432_r,164,0.82842445,False
1384,4,pig3_0327422-0327432_r,162,0.82842445,False
1385,5,pig3_0327422-0327432_r,166,0.82842445,False
1386,6,pig3_0327422-0327432_r,163,0.82842445,False
1387,7,pig3_0327422-0327432_r,164,0.82842445,False
1388,8,pig3_0327422-0327432_r,161,0.82842445,False
1389,9,pig3_0327422-0327432_r,166,0.82842445,False
1390,0,pig3_0328267-0328277_r,217,0.87674266,False
1391,1,pig3_0328267-0328277_r,214,0.87674266,False
1392,2,pig3_0328267-0328277_r,214,0.87674266,False
1393,3,pig3_0328267-0328277_r,217,0.87674266,False
1394,4,pig3_0328267-0328277_r,213,0.87674266,False
1395,5,pig3_0328267-0328277_r,215,0.87674266,False
1396,6,pig3_0328267-0328277_r,216,0.87674266,False
1397,7,pig3_0328267-0328277_r,214,0.87674266,False
1398,8,pig3_0328267-0328277_r,214,0.87674266,False
1399,9,pig3_0328267-0328277_r,217,0.87674266,False
1400,0,pig3_0329475-0329485_r,242,0.8952869,False
1401,1,pig3_0329475-0329485_r,243,0.8952869,False
1402,2,pig3_0329475-0329485_r,249,0.8952869,False
1403,3,pig3_0329475-0329485_r,248,0.8952869,False
1404,4,pig3_0329475-0329485_r,246,0.8952869,False
1405,5,pig3_0329475-0329485_r,242,0.8952869,False
1406,6,pig3_0329475-0329485_r,240,0.8952869,False
1407,7,pig3_0329475-0329485_r,240,0.8952869,False
1408,8,pig3_0329475-0329485_r,238,0.8952869,False
1409,9,pig3_0329475-0329485_r,238,0.8952869,False
1410,0,pig3_0331406-0331416_r,208,0.8416776,False
1411,1,pig3_0331406-0331416_r,208,0.8416776,False
1412,2,pig3_0331406-0331416_r,208,0.8416776,False
1413,3,pig3_0331406-0331416_r,210,0.8416776,False
1414,4,pig3_0331406-0331416_r,210,0.8416776,False
1415,5,pig3_0331406-0331416_r,206,0.8416776,False
1416,6,pig3_0331406-0331416_r,208,0.8416776,False
1417,7,pig3_0331406-0331416_r,208,0.8416776,False
1418,8,pig3_0331406-0331416_r,208,0.8416776,False
1419,9,pig3_0331406-0331416_r,208,0.8416776,False
1420,0,pig3_0333555-0333565_r,162,0.79223806,False
1421,1,pig3_0333555-0333565_r,160,0.79223806,False
1422,2,pig3_0333555-0333565_r,160,0.79223806,False
1423,3,pig3_0333555-0333565_r,163,0.79223806,False
1424,4,pig3_0333555-0333565_r,162,0.79223806,False
1425,5,pig3_0333555-0333565_r,159,0.79223806,False
1426,6,pig3_0333555-0333565_r,163,0.79223806,False
1427,7,pig3_0333555-0333565_r,164,0.79223806,False
1428,8,pig3_0333555-0333565_r,160,0.79223806,False
1429,9,pig3_0333555-0333565_r,156,0.79223806,False
1430,0,pig3_0335152-0335162_r,181,0.821371,False
1431,1,pig3_0335152-0335162_r,187,0.821371,False
1432,2,pig3_0335152-0335162_r,185,0.821371,False
1433,3,pig3_0335152-0335162_r,187,0.821371,False
1434,4,pig3_0335152-0335162_r,184,0.821371,False
1435,5,pig3_0335152-0335162_r,181,0.821371,False
1436,6,pig3_0335152-0335162_r,182,0.821371,False
1437,7,pig3_0335152-0335162_r,185,0.821371,False
1438,8,pig3_0335152-0335162_r,187,0.821371,False
1439,9,pig3_0335152-0335162_r,187,0.821371,False
1440,0,pig3_0346669-0346679_r,207,0.87896496,False
1441,1,pig3_0346669-0346679_r,206,0.87896496,False
1442,2,pig3_0346669-0346679_r,206,0.87896496,False
1443,3,pig3_0346669-0346679_r,205,0.87896496,False
1444,4,pig3_0346669-0346679_r,206,0.87896496,False
1445,5,pig3_0346669-0346679_r,206,0.87896496,False
1446,6,pig3_0346669-0346679_r,206,0.87896496,False
1447,7,pig3_0346669-0346679_r,205,0.87896496,False
1448,8,pig3_0346669-0346679_r,206,0.87896496,False
1449,9,pig3_0346669-0346679_r,206,0.87896496,False
1450,0,pig3_0350511-0350521_r,160,0.8013426,False
1451,1,pig3_0350511-0350521_r,164,0.8013426,False
1452,2,pig3_0350511-0350521_r,167,0.8013426,False
1453,3,pig3_0350511-0350521_r,164,0.8013426,False
1454,4,pig3_0350511-0350521_r,160,0.8013426,False
1455,5,pig3_0350511-0350521_r,163,0.8013426,False
1456,6,pig3_0350511-0350521_r,161,0.8013426,False
1457,7,pig3_0350511-0350521_r,163,0.8013426,False
1458,8,pig3_0350511-0350521_r,163,0.8013426,False
1459,9,pig3_0350511-0350521_r,165,0.8013426,False
1460,0,pig3_0353085-0353095_r,150,0.8447435,False
1461,1,pig3_0353085-0353095_r,150,0.8447435,False
1462,2,pig3_0353085-0353095_r,148,0.8447435,False
1463,3,pig3_0353085-0353095_r,148,0.8447435,False
1464,4,pig3_0353085-0353095_r,148,0.8447435,False
1465,5,pig3_0353085-0353095_r,148,0.8447435,False
1466,6,pig3_0353085-0353095_r,150,0.8447435,False
1467,7,pig3_0353085-0353095_r,150,0.8447435,False
1468,8,pig3_0353085-0353095_r,151,0.8447435,False
1469,9,pig3_0353085-0353095_r,149,0.8447435,False
1470,0,pig3_0355598-0355608_r,120,0.79993653,False
1471,1,pig3_0355598-0355608_r,119,0.79993653,False
1472,2,pig3_0355598-0355608_r,117,0.79993653,False
1473,3,pig3_0355598-0355608_r,120,0.79993653,False
1474,4,pig3_0355598-0355608_r,119,0.79993653,False
1475,5,pig3_0355598-0355608_r,118,0.79993653,False
1476,6,pig3_0355598-0355608_r,120,0.79993653,False
1477,7,pig3_0355598-0355608_r,122,0.79993653,False
1478,8,pig3_0355598-0355608_r,116,0.79993653,False
1479,9,pig3_0355598-0355608_r,121,0.79993653,False
1480,0,pig3_0358604-0358614_r,149,0.81466895,False
